"","date","time","Province","District","items_sold_label","Food Item - English","source_channel","source_location","market_transport"
"1",2023-10-20,"07:11:09","Western","Rutsiro","ibinyomoro","Tree Tomato","own_farm","Rutsiro","bicycle"
"2",2023-10-20,"07:24:37","Western","Rutsiro","ibinyomoro","Tree Tomato","own_farm","Rutsiro","walk"
"3",2023-10-20,"07:31:11","Western","Rutsiro","ibinyomoro","Tree Tomato","own_farm","Rutsiro","walk"
"4",2023-10-20,"07:36:42","Western","Rutsiro","inyanya","Tomato","wholesaler","Rutsiro","walk"
"5",2023-10-20,"07:43:47","Western","Rutsiro","inyanya","Tomato","farm_group","Rutsiro","walk"
"6",2023-10-20,"07:47:57","Western","Rutsiro","inyanya","Tomato","farm_group","Rutsiro","walk"
"7",2023-10-20,"07:52:15","Western","Rutsiro","dodo","Amaranth Leaves","own_farm","Rutsiro","walk"
"8",2023-10-20,"07:59:01","Western","Rutsiro","ibijumbaby`umweru","Sweet Potatoes White","farm_group","Rutsiro","walk"
"9",2023-10-20,"08:05:59","Western","Rutsiro","ibijumbaby`umweru","Sweet Potatoes White","farm_group","Rutsiro","walk"
"10",2023-10-20,"08:11:41","Western","Rutsiro","ibijumbaby`umweru","Sweet Potatoes White","farm_group","Rutsiro","walk"
"11",2023-10-20,"08:14:58","Western","Rutsiro","ibitoki(by`imineke","Banana Beer","neighbour_farm","Rutsiro","walk"
"12",2023-10-20,"08:23:25","Western","Rutsiro","ibitoki(by`imineke","Banana Beer","neighbour_farm","Rutsiro","walk"
"13",2023-10-20,"08:33:13","Western","Rutsiro","ibitoki(by`imineke","Banana Beer","neighbour_farm","Rutsiro","walk"
"14",2023-10-20,"08:44:18","Western","Karongi","karoti","Carrot","bulk_market","Karongi","walk"
"15",2023-10-20,"08:44:18","Western","Karongi","inyanya","Tomato","bulk_market","Karongi","walk"
"16",2023-10-20,"08:46:15","Western","Rutsiro","imyumbati","Cassava Root","farm_group","Rutsiro","walk"
"17",2023-10-20,"08:51:02","Western","Rutsiro","amateke","Taro","farm_group","Rutsiro","walk"
"18",2023-10-20,"08:51:02","Western","Rutsiro","imyumbati","Cassava Root","farm_group","Rutsiro","walk"
"19",2023-10-20,"08:59:53","Western","Rutsiro","ibitoki(byoguteka)","Banana Cooking","farm_group","Rutsiro","walk"
"20",2023-10-20,"09:01:24","Western","Karongi","inyanya","Tomato","bulk_market","Karongi","walk"
"21",2023-10-20,"09:08:16","Western","Rutsiro","ibirayi","Potato","wholesaler","Rutsiro","walk"
"22",2023-10-20,"09:08:57","Western","Karongi","karoti","Carrot","bulk_market","Karongi","walk"
"23",2023-10-20,"09:16:43","Western","Karongi","karoti","Carrot","bulk_market","Karongi","walk"
"24",2023-10-20,"09:16:43","Western","Karongi","inyanya","Tomato","bulk_market","Karongi","walk"
"25",2023-10-20,"09:30:10","Western","Karongi","isombe","Cassava Leaves","neighbour_farm","Karongi","walk"
"26",2023-10-20,"09:33:33","Western","Rutsiro","inanasi","Pineapple","wholesaler","Rutsiro","walk"
"27",2023-10-20,"09:35:09","Western","Karongi","isombe","Cassava Leaves","neighbour_farm","Karongi","walk"
"28",2023-10-20,"09:38:43","Western","Rutsiro","inanasi","Pineapple","wholesaler","Rutsiro","walk"
"29",2023-10-20,"09:40:45","Western","Karongi","dodo","Amaranth Leaves","bulk_market","Karongi","walk"
"30",2023-10-20,"09:43:32","Western","Rutsiro","inanasi","Pineapple","wholesaler","Rutsiro","walk"
"31",2023-10-20,"09:45:40","Western","Karongi","dodo","Amaranth Leaves","bulk_market","Karongi","walk"
"32",2023-10-20,"09:51:47","Western","Rutsiro","ibitunguru","Onion","wholesaler","Rubavu","walk"
"33",2023-10-20,"09:52:11","Western","Karongi","soya","Soya Beans","wholesaler","Karongi","bicycle,moto,walk"
"34",2023-10-20,"09:52:11","Western","Karongi","ibigori","Maize","wholesaler","Karongi","bicycle,moto,walk"
"35",2023-10-20,"09:52:11","Western","Karongi","ibishyimbo","Field Beans","wholesaler","Karongi","bicycle,moto,walk"
"36",2023-10-20,"10:01:05","Western","Rutsiro","ibitunguru","Onion","wholesaler","Rubavu","walk"
"37",2023-10-20,"10:08:03","Western","Rutsiro","amasaka","Sorghum","wholesaler","Rutsiro","walk"
"38",2023-10-20,"10:08:03","Western","Rutsiro","ibishyimbo","Field Beans","wholesaler","Rutsiro","walk"
"39",2023-10-20,"10:09:34","Western","Karongi","amashaza","Green Peas","wholesaler","Karongi","walk"
"40",2023-10-20,"10:09:34","Western","Karongi","ibishyimbo","Field Beans","wholesaler","Karongi","walk"
"41",2023-10-20,"10:21:30","Western","Karongi","ibirayi","Potato","bulk_market","Rutsiro","moto"
"42",2023-10-20,"10:21:30","Western","Karongi","amashaza","Green Peas","wholesaler","Karongi","moto"
"43",2023-10-20,"10:21:30","Western","Karongi","ibigori","Maize","bulk_market","Karongi","moto"
"44",2023-10-20,"10:26:18","Western","Rutsiro","ibisheke","Sugarcane","farm_group","Rutsiro","walk"
"45",2023-10-20,"10:30:46","Western","Rutsiro","ibisheke","Sugarcane","wholesaler","Rutsiro","walk"
"46",2023-10-20,"10:31:17","Western","Karongi","ibitunguru","Onion","bulk_market","Karongi","walk"
"47",2023-10-20,"10:38:50","Western","Karongi","ibitunguru","Onion","bulk_market","Karongi","walk"
"48",2023-10-20,"10:42:13","Western","Rutsiro","ibisheke","Sugarcane","wholesaler","Rutsiro","walk"
"49",2023-10-20,"10:44:40","Western","Karongi","ibitunguru","Onion","bulk_market","Karongi","walk"
"50",2023-10-20,"10:51:33","Western","Karongi","karoti","Carrot","bulk_market","Karongi","walk"
"51",2023-10-20,"10:51:33","Western","Karongi","voka","Avocado","neighbour_farm","Karongi","walk"
"52",2023-10-20,"11:01:46","Western","Karongi","ibinyomoro","Tree Tomato","bulk_market","Karongi","walk"
"53",2023-10-20,"11:01:46","Western","Karongi","inanasi","Pineapple","bulk_market","Karongi","walk"
"54",2023-10-20,"11:10:36","Western","Karongi","ibinyomoro","Tree Tomato","bulk_market","Karongi","walk"
"55",2023-10-20,"11:10:36","Western","Karongi","karoti","Carrot","bulk_market","Karongi","walk"
"56",2023-10-20,"11:15:07","Western","Karongi","imiteja","Faba Beans","bulk_market","Muhanga","walk"
"57",2023-10-20,"11:23:51","Western","Karongi","amatunda","Passionfruit","bulk_market","Karongi","walk"
"58",2023-10-20,"11:30:30","Western","Karongi","ibitoki(byoguteka)","Banana Cooking","bulk_market","Karongi","walk"
"59",2023-10-20,"11:42:06","Western","Karongi","ibijumbaby`umweru","Sweet Potatoes White","bulk_market","Karongi","walk"
"60",2023-10-20,"11:42:06","Western","Karongi","imyumbati","Cassava Root","bulk_market","Karongi","walk"
"61",2023-10-20,"12:05:30","Western","Karongi","ibirayi","Potato","neighbour_farm","Rutsiro","walk"
"62",2023-10-20,"12:20:40","Western","Karongi","ibirayi","Potato","wholesaler","Karongi","walk"
"63",2023-10-20,"12:34:30","Western","Karongi","amasaka","Sorghum","bulk_market","Nyarugenge","walk"
"64",2023-10-20,"12:34:30","Western","Karongi","umuceri","Rice","bulk_market","Muhanga","walk"
"65",2023-10-20,"12:34:30","Western","Karongi","ibigori","Maize","bulk_market","Nyarugenge","walk"
"66",2023-10-20,"12:51:11","Western","Karongi","ibishyimbo","Field Beans","bulk_market","Muhanga","walk"
"67",2023-10-20,"12:51:11","Western","Karongi","ibigori","Maize","bulk_market","Muhanga","walk"
"68",2023-10-21,"09:21:29","Western","Ngororero","imyumbati","Cassava Root","neighbour_farm","Ngororero","walk"
"69",2023-10-21,"09:21:29","Western","Ngororero","amateke","Taro","neighbour_farm","Ngororero","walk"
"70",2023-10-21,"09:21:29","Western","Ngororero","ibijumbaby`umweru","Sweet Potatoes White","neighbour_farm","Ngororero","walk"
"71",2023-10-21,"09:36:41","Western","Ngororero","imyumbati","Cassava Root","neighbour_farm","Ngororero","walk"
"72",2023-10-21,"09:36:41","Western","Ngororero","amateke","Taro","neighbour_farm","Ngororero","walk"
"73",2023-10-21,"09:36:41","Western","Ngororero","ibijumbaby`umweru","Sweet Potatoes White","neighbour_farm","Ngororero","walk"
"74",2023-10-21,"09:47:32","Western","Ngororero","amateke","Taro","neighbour_farm","Ngororero","walk"
"75",2023-10-21,"09:47:32","Western","Ngororero","ibijumbaby`umweru","Sweet Potatoes White","neighbour_farm","Ngororero","walk"
"76",2023-10-21,"09:47:32","Western","Ngororero","imyumbati","Cassava Root","neighbour_farm","Ngororero","walk"
"77",2023-10-21,"10:01:44","Western","Ngororero","voka","Avocado","neighbour_farm","Ngororero","walk"
"78",2023-10-21,"10:01:44","Western","Ngororero","ibitoki(by`imineke","Banana Beer","neighbour_farm","Ngororero","walk"
