"","date","time","Province","District","items_sold_label","Food Item - English","source_channel","source_location","market_transport"
"1",2023-08-16,"07:26:09","Western","Nyamasheke","ibitunguru","Onion","bulk_market","Rusizi","walk"
"2",2023-08-16,"07:41:31","Western","Nyamasheke","ibitoki(by`imineke","Banana Beer","neighbour_farm","Nyamasheke","walk"
"3",2023-08-16,"07:48:13","Western","Nyamasheke","imyumbati","Cassava Root","wholesaler","Nyamasheke","walk"
"4",2023-08-16,"09:09:38","Western","Nyamasheke","amashu","Cabbage","neighbour_farm","Nyamasheke","walk"
"5",2023-08-16,"09:32:46","Western","Nyamasheke","dodo","Amaranth Leaves","bulk_market","Nyamasheke","walk"
"6",2023-08-16,"12:00:12","Western","Nyamasheke","inyanya","Tomato","bulk_market","Nyamasheke","walk"
"7",2023-08-16,"12:05:17","Western","Nyamasheke","inyanya","Tomato","bulk_market","Nyamasheke","walk"
"8",2023-08-16,"12:09:54","Western","Nyamasheke","inyanya","Tomato","bulk_market","Nyamasheke","walk"
"9",2023-08-16,"12:18:48","Western","Nyamasheke","dodo","Amaranth Leaves","bulk_market","Nyamasheke","walk"
"10",2023-08-16,"12:26:59","Western","Nyamasheke","dodo","Amaranth Leaves","bulk_market","Nyamasheke","walk"
"11",2023-08-16,"12:31:48","Western","Nyamasheke","dodo","Amaranth Leaves","bulk_market","Nyamasheke","walk"
"12",2023-08-16,"12:37:05","Western","Nyamasheke","imyumbati","Cassava Root","bulk_market","Nyamasheke","walk"
"13",2023-08-16,"12:43:41","Western","Nyamasheke","imyumbati","Cassava Root","bulk_market","Nyamasheke","walk"
"14",2023-08-16,"12:49:11","Western","Nyamasheke","soya","Soya Beans","bulk_market","Nyamasheke","walk"
"15",2023-08-16,"13:01:53","Western","Nyamasheke","soya","Soya Beans","bulk_market","Nyamasheke","walk"
"16",2023-08-16,"13:25:49","Western","Nyamasheke","ibisheke","Sugarcane","neighbour_farm","Nyamasheke","walk"
"17",2023-08-16,"13:29:51","Western","Nyamasheke","ibisheke","Sugarcane","wholesaler","Nyamasheke","walk"
"18",2023-08-16,"14:25:38","Western","Nyamasheke","ibisheke","Sugarcane","neighbour_farm","Nyamasheke","walk"
"19",2023-08-16,"15:28:43","Western","Nyamasheke","inyamaz`inka","Cow Meat","bulk_market","Nyamasheke","walk"
"20",2023-08-16,"15:36:21","Western","Nyamasheke","inyamaz`inka","Cow Meat","bulk_market","Nyamasheke","walk"
"21",2023-08-16,"15:49:51","Western","Nyamasheke","umuceri","Rice","wholesaler","Nyamasheke","walk"
"22",2023-08-16,"15:53:12","Western","Nyamasheke","umuceri","Rice","wholesaler","Nyamasheke","walk"
