"","date","time","Province","District","items_sold_label","Food Item - English","source_channel","source_location","market_transport"
"1",2023-05-02,"10:30:57","Kigali","Nyarugenge","amateke","Taro","wholesaler","Nyarugenge","car"
"2",2023-05-02,"11:12:09","Kigali","Kicukiro","imiteja","Faba Beans","farm_group","Kicukiro","bus"
"3",2023-05-02,"11:12:09","Kigali","Kicukiro","karoti","Carrot","farm_group","Kicukiro","bus"
"4",2023-05-02,"11:12:09","Kigali","Kicukiro","biringanya","Aubergine","farm_group","Kicukiro","bus"
"5",2023-05-02,"11:23:13","Kigali","Kicukiro","imiteja","Faba Beans","farm_group","Kicukiro","walk"
"6",2023-05-02,"11:23:13","Kigali","Kicukiro","karoti","Carrot","wholesaler","Kicukiro","walk"
"7",2023-05-02,"11:23:13","Kigali","Kicukiro","biringanya","Aubergine","farm_group","Kicukiro","walk"
"8",2023-05-02,"11:27:39","Kigali","Nyarugenge","amashaza","Green Peas","wholesaler","Nyarugenge","bicycle,moto,walk"
"9",2023-05-02,"11:32:04","Kigali","Kicukiro","biringanya","Aubergine","farm_group","Kicukiro","moto"
"10",2023-05-02,"11:32:04","Kigali","Kicukiro","karoti","Carrot","cooperative","Kicukiro","moto"
"11",2023-05-02,"11:32:04","Kigali","Kicukiro","imiteja","Faba Beans","farm_group","Kicukiro","moto"
"12",2023-05-02,"11:38:08","Kigali","Nyarugenge","imyumbati","Cassava Root","wholesaler","Nyarugenge","moto"
"13",2023-05-02,"11:38:08","Kigali","Nyarugenge","ibijumbaby`umweru","Sweet Potatoes White","wholesaler","Nyarugenge","car"
"15",2023-05-02,"11:45:28","Kigali","Nyarugenge","ibijumbaby`umweru","Sweet Potatoes White","bulk_market","Kamonyi","walk"
"16",2023-05-02,"11:45:28","Kigali","Nyarugenge","amateke","Taro","bulk_market","Kamonyi","walk"
"17",2023-05-02,"11:45:28","Kigali","Nyarugenge","imyumbati","Cassava Root","bulk_market","Kamonyi","walk"
"18",2023-05-02,"11:46:38","Kigali","Kicukiro","urusenda","Chilli","wholesaler","Kicukiro","walk"
"19",2023-05-02,"11:46:38","Kigali","Kicukiro","dodo","Amaranth Leaves","farm_group","Kicukiro","walk"
"20",2023-05-02,"11:50:02","Kigali","Nyarugenge","ibijumbaby`umweru","Sweet Potatoes White","bulk_market","Nyarugenge","walk"
"21",2023-05-02,"11:50:02","Kigali","Nyarugenge","imyumbati","Cassava Root","bulk_market","Nyarugenge","walk"
"22",2023-05-02,"11:58:02","Kigali","Nyarugenge","ibihazaimyungu","Pumpkin","bulk_market","Nyarugenge","walk"
"23",2023-05-02,"12:00:54","Kigali","Nyarugenge","ubunyobwa","Ground Nuts","wholesaler","Nyarugenge","walk"
"24",2023-05-02,"12:00:54","Kigali","Nyarugenge","amafi","Fish","cooperative","Nyarugenge","walk"
"26",2023-05-02,"12:03:21","Kigali","Kicukiro","amashaza","Green Peas","bulk_market","Nyarungenge","bicycle,walk"
"27",2023-05-02,"12:03:21","Kigali","Kicukiro","ibishyimbo","Field Beans","farm_group","Kicukiro","bicycle,walk"
